activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,RVDPPPGHCGZ40J4VQ731,15380,NY,36029,36029009702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,85000,97,5.875,0.131,2,4485.84,NA,1391.14,377.14,24.95,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,58,36,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,2,,,,,10,,,,4481,10.6,87700,97,1455,1818,59
2022,RVDPPPGHCGZ40J4VQ731,15804,NJ,34007,34007603507,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,1,2,2,2,535000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,207,NA,9,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,3,3,2,2,35-44,35-44,No,No,2,1,6,,,,,10,,,,7239,31.95,112900,159,2125,2179,37
2022,RVDPPPGHCGZ40J4VQ731,35084,NJ,34013,34013009500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,31,1,2,2,1,455000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,3,NA,261,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,6248,92.56,116900,65,665,1414,67
2022,RVDPPPGHCGZ40J4VQ731,15380,NY,36029,36029000800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,3,2,1,1,1,2,2,1,135000,75,6.625,0.876,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,185000,1,3,3,5,2,NA,484,30%-<36%,1,9,2,,,,,12,1,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,2,,,,,10,,,,4636,17.52,87700,108,1192,1914,0
2022,RVDPPPGHCGZ40J4VQ731,35154,NJ,34035,34035052400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,545000,64.66,5.999,0.121,2,13005.81,NA,7876.5,,5808.42,360,NA,NA,2,2,2,2,845000,1,1,3,5,1,NA,115,49,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,2,,,,,10,,,,5417,19.36,128300,182,1547,1703,55
2022,RVDPPPGHCGZ40J4VQ731,99999,NY,36057,36057070200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,4,0,2,1,1,1,2,2,1,115000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,3,NA,274,NA,9,9,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,2242,40.01,76700,75,354,759,74
2022,RVDPPPGHCGZ40J4VQ731,28660,TX,48027,48027023406,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,445000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,122,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,3978,24.31,74500,156,1125,1434,19
2022,RVDPPPGHCGZ40J4VQ731,35614,NY,36085,36085007001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,3,2,1,32,1,2,2,2,435000,66.92,6.875,0.146,2,4188.72,NA,1014,,,360,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,117,50%-60%,9,1,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,2,,,,,10,,,,2634,35.57,99000,121,988,1090,53
2022,RVDPPPGHCGZ40J4VQ731,16984,IL,17031,17031611900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,255000,96.5,5.875,0.537,2,15868.18,NA,7020.48,,668.86,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,122,37,9,1,11,1,,,,1,,,,,2,2,5,,,,,6,,,,,2,2,2,1,2,2,45-54,35-44,No,No,2,1,3,,,,,10,,,,1984,99.24,105700,49,190,652,0
2022,RVDPPPGHCGZ40J4VQ731,35614,NY,36081,36081044602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,2,1,32,1,2,2,2,555000,73.33,6,-0.107,2,18835.51,NA,13422,5533,2.5,360,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,211,49,1,9,2,,,,,2,,,,,2,2,2,,,,,2,,,,,2,2,1,2,2,2,45-54,35-44,No,No,2,1,2,,,,,10,,,,5472,96.56,99000,51,196,364,64
2022,RVDPPPGHCGZ40J4VQ731,35004,NY,36103,36103145804,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,255000,60,6.375,-0.115,2,9891.45,NA,4895.1,693.6,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,123,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,2,,,,,10,,,,3567,53.71,146400,71,1012,1137,51
2022,RVDPPPGHCGZ40J4VQ731,22744,FL,12011,12011100502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,3,2,1,32,1,2,2,1,375000,70,6.875,0.489,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,545000,1,3,3,5,2,NA,506,<20%,9,1,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,>74,45-54,Yes,No,2,1,2,,,,,10,,,,3807,79.91,82100,49,935,2224,46
2022,RVDPPPGHCGZ40J4VQ731,35154,NJ,34025,34025803202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,705000,63.64,6.125,-0.971,2,9484.7,NA,1735,721,26.95,360,NA,NA,2,2,2,2,1105000,1,1,3,5,1,NA,268,30%-<36%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,1,1,,,,,10,,,,6116,31.54,128300,140,1950,2091,42
2022,RVDPPPGHCGZ40J4VQ731,39100,NY,36027,36027190102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,485000,97,5.875,0.233,2,14215.03,NA,9501.5,,3356.2,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,113,43,2,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,25-34,No,No,2,1,2,,,,,10,,,,1865,31.47,115700,100,364,598,51
2022,RVDPPPGHCGZ40J4VQ731,15380,NY,36029,36029002400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,3,2,1,1,1,2,2,2,155000,75,6.125,0.301,2,5870.42,NA,1951.73,937.73,,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,39,36,3,10,2,,,,,5,,,,,2,4,2,5,21,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,2,,,,,10,,,,4647,50.96,87700,42,873,2021,0
2022,RVDPPPGHCGZ40J4VQ731,10580,NY,36001,36001001901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,195000,79.59,6.625,0.572,2,7581.72,NA,4875,,1270.15,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,107,44,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,55-64,55-64,No,No,2,1,2,,,,,10,,,,2514,25.86,106000,98,880,1370,0
2022,RVDPPPGHCGZ40J4VQ731,15380,NY,36029,36029009109,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,1,1,1,2,2,2,245000,80,6.999,0.329,2,10821.7,NA,7958,1984,2,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,73,49,9,2,2,,,,,2,,,,,2,2,5,,,,,2,23,,,,2,2,1,2,2,2,25-34,35-44,No,No,2,1,1,,,,,10,,,,3282,30.41,87700,91,943,1145,58
2022,RVDPPPGHCGZ40J4VQ731,16984,IL,17031,17031821101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,1,1,2,2,2,205000,96.5,6.125,1.66,2,12662.14,NA,4495.07,,4474.45,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,48,50%-60%,3,10,1,12,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,3,,,,,10,,,,4876,44.83,105700,88,1211,1316,58
2022,RVDPPPGHCGZ40J4VQ731,35084,NJ,34013,34013002500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,32,1,2,2,1,425000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,2,NA,315,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,4269,99.13,116900,46,578,1498,70
2022,RVDPPPGHCGZ40J4VQ731,15380,NY,36029,36029013501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,295000,80,6.375,0.404,2,4789.76,NA,1704.06,690.06,,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,134,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,1,,,,,10,,,,7309,6.31,87700,150,1945,2094,38
2022,RVDPPPGHCGZ40J4VQ731,35084,NJ,34039,34039034900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,585000,90,6.375,0.03,2,25438.19,NA,19229.49,3018.24,2,360,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,154,48,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,45-54,No,No,2,1,1,,,,,10,,,,6681,52.63,116900,75,1790,1978,66
2022,RVDPPPGHCGZ40J4VQ731,35004,NY,36103,36103135303,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,375000,65.22,5.499,-0.354,2,9527.05,NA,6166.5,1402.5,,360,NA,NA,2,2,2,2,575000,1,1,3,5,1,NA,211,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,4296,22.32,146400,124,1312,1342,57
2022,RVDPPPGHCGZ40J4VQ731,35004,NY,36103,36103146611,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,565000,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,575000,1,1,3,5,1,NA,115,50%-60%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,45-54,35-44,No,No,2,1,6,,,,,1,,,,3109,21.58,146400,77,603,699,44
2022,RVDPPPGHCGZ40J4VQ731,29180,LA,22055,22055001413,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,195000,85.1,6.375,0.546,2,4058.49,NA,1217.94,129.94,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,99,46,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,2,1,1,,,,,10,,,,4069,25.22,74900,149,1044,1328,26
2022,RVDPPPGHCGZ40J4VQ731,35614,NJ,34017,34017019900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,225000,90,6.375,0.487,2,13225.14,NA,7960.88,3612.38,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,86,36,1,10,1,12,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,2,,,,,10,,,,5542,61.62,99000,141,1362,1354,43
2022,RVDPPPGHCGZ40J4VQ731,33124,FL,12086,12086011015,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,1,1,1,2,2,2,535000,95,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,565000,1,1,3,5,1,NA,70,>60%,9,2,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,45-54,45-54,No,No,2,1,6,,,,,1,,,,10065,87.08,68300,151,1544,1984,11
2022,RVDPPPGHCGZ40J4VQ731,35004,NY,36059,36059410300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,32,1,2,2,2,435000,62.14,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,705000,1,1,3,5,1,NA,159,37,2,10,2,,,,,5,,,,,1,4,3,,,,,8,,,,,1,4,2,5,1,4,45-54,9999,No,NA,2,1,6,,,,,6,,,,6647,84.74,146400,95,1711,1986,69
2022,RVDPPPGHCGZ40J4VQ731,15380,NY,36029,36029012002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,155000,70,6.375,0.369,2,7006.2,NA,4042.5,,1570.8,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,88,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,2,,,,,10,,,,3755,8.34,87700,127,1126,1210,48
2022,RVDPPPGHCGZ40J4VQ731,45060,NY,36067,36067011800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,2,1,1,2,2,2,165000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,46,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,6165,12.3,91100,76,1843,1988,51
2022,RVDPPPGHCGZ40J4VQ731,17980,GA,13215,13215010701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,1,1,2,2,2,215000,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,42,50%-60%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,6,,,,,9,,,,7028,88.79,67500,119,1603,2470,36
2022,RVDPPPGHCGZ40J4VQ731,46540,NY,36065,36065024500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,105000,96.5,6.25,1.417,2,6903.69,NA,2859.31,,1309.05,360,NA,NA,2,2,2,2,105000,1,1,3,5,1,NA,54,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,3,,,,,10,,,,4787,7.25,82400,96,1802,2343,70
2022,RVDPPPGHCGZ40J4VQ731,38900,OR,41005,41005020900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,32,1,2,2,2,485000,75,6.5,0.336,2,11405.17,NA,7901.72,6813.72,,360,NA,NA,2,2,2,2,645000,1,1,3,5,1,NA,255,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,2,1,1,,,,,10,,,,3893,20.06,106500,77,992,1572,60
2022,RVDPPPGHCGZ40J4VQ731,40380,NY,36055,36055014302,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,135000,96.5,6.25,1.483,2,9242.46,NA,3780.26,,2012.47,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,95,50%-60%,9,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,25-34,No,No,2,1,3,,,,,10,,,,4956,30.59,91200,82,1726,1948,55
2022,RVDPPPGHCGZ40J4VQ731,45104,WA,53053,53053070307,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,405000,96.5,6.125,0.993,2,16017.89,NA,5844.88,,2416.23,360,NA,NA,2,2,2,2,415000,2,1,1,1,1,NA,91,47,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,35-44,No,No,2,1,3,,,,,10,,,,5712,15.28,101800,171,1826,2045,27
2022,RVDPPPGHCGZ40J4VQ731,35004,NY,36103,36103190709,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,605000,50,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1205000,1,1,3,5,1,NA,293,50%-60%,3,9,2,,,,,2,,,,,1,2,5,,,,,5,,,,,1,2,1,1,1,2,25-34,55-64,No,No,2,1,1,,,,,1,,,,3101,53.82,146400,139,547,1525,43
2022,RVDPPPGHCGZ40J4VQ731,35614,NJ,34017,34017005200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,1,2,1,31,1,2,2,1,525000,75,6.875,-0.069,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,705000,1,3,3,5,2,NA,182,47,1,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,4815,86.19,99000,50,341,1062,66
2022,RVDPPPGHCGZ40J4VQ731,38940,FL,12111,12111381505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,2,0,2,1,32,1,2,2,2,255000,75,6.5,0.518,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,57,45,1,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,2,,,,,10,,,,7237,55.51,84500,93,1779,2303,21
2022,RVDPPPGHCGZ40J4VQ731,29404,IL,17097,17097864904,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,1,1,2,2,2,165000,80,6.625,0.269,2,8392.3,NA,4274,,1925.28,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,120,37,1,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,2450,12.04,118200,141,1002,656,34
2022,RVDPPPGHCGZ40J4VQ731,36500,WA,53067,53067012510,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,0,2,3,32,1,2,2,2,405000,100,5.25,-1.577,2,14426.08,NA,12916.26,8896.26,,330,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,109,50%-60%,1,10,1,11,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,3733,25.26,103500,86,847,1446,19
2022,RVDPPPGHCGZ40J4VQ731,10580,NY,36095,36095740500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,175000,95,6.375,0.32,2,4427.5,NA,1710,,1691.48,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,99,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,2,1,2,,,,,10,,,,3538,10.83,106000,77,1145,2229,45
2022,RVDPPPGHCGZ40J4VQ731,36140,NJ,34009,34009021300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,305000,38.71,6,-0.278,2,10580.24,NA,7491,477,,360,NA,84,2,2,2,2,775000,1,1,3,5,1,NA,91,46,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,1,,,,,10,,,,3621,7.07,100800,83,1577,7340,52
2022,RVDPPPGHCGZ40J4VQ731,35614,NY,36119,36119003300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,4,0,2,2,1,1,2,2,2,595000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,2,NA,213,NA,9,9,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,2,2,2,2,55-64,45-54,Yes,No,2,1,6,,,,,10,,,,3993,98.25,99000,0,540,1027,0
2022,RVDPPPGHCGZ40J4VQ731,17460,OH,39035,39035176200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,195000,85,6.625,0.267,2,7576.83,NA,5333.38,,3628.01,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,52,43,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,1,2,,,,,10,,,,5380,12.27,85400,111,2220,2239,40
2022,RVDPPPGHCGZ40J4VQ731,10580,NY,36001,36001000401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,1,2,1,1,1,2,2,2,135000,80,6.625,0.354,2,8859.97,NA,5103.27,1163.14,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,87,41,1,9,2,,,,,2,,,,,2,2,2,,,,,2,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,1,1,,,,,10,,,,2216,21.89,106000,134,629,695,33
2022,RVDPPPGHCGZ40J4VQ731,33460,MN,27003,27003050710,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,215000,80,6.625,0.017,2,4123.99,NA,2662.59,2588.59,82.3,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,61,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,3564,34.18,117800,80,1065,1171,35
2022,RVDPPPGHCGZ40J4VQ731,23420,CA,6019,6019005409,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,145000,34.57,6.375,-0.215,2,3930.71,NA,1088,,351.4,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,108,36,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,3738,69.93,72900,73,348,785,49
2022,RVDPPPGHCGZ40J4VQ731,17900,SC,45079,45079010104,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,3,32,1,2,2,2,485000,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,71,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,1,6,,,,,10,,,,5057,48.86,83000,102,1586,1967,24
2022,RVDPPPGHCGZ40J4VQ731,48424,FL,12099,12099007624,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,2,2,2,975000,76.14,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1275000,1,1,3,5,1,NA,73,>60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,6,,,,,1,,,,3428,15.87,90300,148,1529,1369,0
2022,RVDPPPGHCGZ40J4VQ731,35084,NJ,34039,34039034800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,445000,92.5,5.99,-0.573,2,12385.31,NA,8864.94,,674.94,360,NA,NA,2,2,2,2,485000,1,1,3,5,1,NA,88,49,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,2,1,1,,,,,10,,,,5068,48.07,116900,118,1469,1598,67
